 datData; strNomePraca; strCodigoCategoria; numMesReferencia; numAnoReferencia; numValorArrecadado; numQuantidadeVeiculos
01/01/2015; PRAIA DO SOL; CAT1   ; 1; 2015; 140853.60; 19563 
01/01/2015; PRAIA DO SOL; CAT2   ; 1; 2015; 3312.00; 230 
01/01/2015; PRAIA DO SOL; CAT3   ; 1; 2015; 388.80; 36 
01/01/2015; PRAIA DO SOL; CAT4   ; 1; 2015; 1425.60; 66 
01/01/2015; PRAIA DO SOL; CAT5   ; 1; 2015; 100.80; 7 
01/01/2015; PRAIA DO SOL; CAT6   ; 1; 2015; 403.20; 14 
01/01/2015; PRAIA DO SOL; CAT7   ; 1; 2015; 108.00; 3 
01/01/2015; PRAIA DO SOL; CAT8   ; 1; 2015; 172.80; 4 
01/01/2015; PRAIA DO SOL; CAT9   ; 1; 2015; 2887.20; 802 
01/01/2015; TERCEIRA PONTE; CAT1   ; 1; 2015; 37780.80; 47226 
01/01/2015; TERCEIRA PONTE; CAT2   ; 1; 2015; 526.40; 329 
01/01/2015; TERCEIRA PONTE; CAT3   ; 1; 2015; 28.80; 24 
01/01/2015; TERCEIRA PONTE; CAT4   ; 1; 2015; 21.60; 9 
01/01/2015; TERCEIRA PONTE; CAT5   ; 1; 2015; 3.20; 2 
01/01/2015; TERCEIRA PONTE; CAT6   ; 1; 2015; 0.00; 0 
01/01/2015; TERCEIRA PONTE; CAT7   ; 1; 2015; 0.00; 0 
01/01/2015; TERCEIRA PONTE; CAT8   ; 1; 2015; 0.00; 0 
01/01/2015; TERCEIRA PONTE; CAT9   ; 1; 2015; 887.60; 2219 
01/02/2015; PRAIA DO SOL; CAT1   ; 2; 2015; 131133.60; 18213 
01/02/2015; PRAIA DO SOL; CAT2   ; 2; 2015; 3052.80; 212 
01/02/2015; PRAIA DO SOL; CAT3   ; 2; 2015; 820.80; 76 
01/02/2015; PRAIA DO SOL; CAT4   ; 2; 2015; 1814.40; 84 
01/02/2015; PRAIA DO SOL; CAT5   ; 2; 2015; 201.60; 14 
01/02/2015; PRAIA DO SOL; CAT6   ; 2; 2015; 432.00; 15 
01/02/2015; PRAIA DO SOL; CAT7   ; 2; 2015; 396.00; 11 
01/02/2015; PRAIA DO SOL; CAT8   ; 2; 2015; 475.20; 11 
01/02/2015; PRAIA DO SOL; CAT88  ; 2; 2015; 0.00; 176 
01/02/2015; PRAIA DO SOL; CAT9   ; 2; 2015; 2901.60; 806 
01/02/2015; TERCEIRA PONTE; CAT1   ; 2; 2015; 44172.00; 55215 
01/02/2015; TERCEIRA PONTE; CAT2   ; 2; 2015; 329.60; 206 
01/02/2015; TERCEIRA PONTE; CAT3   ; 2; 2015; 99.60; 83 
01/02/2015; TERCEIRA PONTE; CAT4   ; 2; 2015; 48.00; 20 
01/02/2015; TERCEIRA PONTE; CAT5   ; 2; 2015; 6.40; 4 
01/02/2015; TERCEIRA PONTE; CAT6   ; 2; 2015; 12.80; 4 
01/02/2015; TERCEIRA PONTE; CAT7   ; 2; 2015; 0.00; 0 
01/02/2015; TERCEIRA PONTE; CAT8   ; 2; 2015; 0.00; 0 
01/02/2015; TERCEIRA PONTE; CAT88  ; 2; 2015; 0.00; 714 
01/02/2015; TERCEIRA PONTE; CAT9   ; 2; 2015; 1186.00; 2965 
01/03/2015; PRAIA DO SOL; CAT1   ; 3; 2015; 77148.00; 10715 
01/03/2015; PRAIA DO SOL; CAT2   ; 3; 2015; 2750.40; 191 
01/03/2015; PRAIA DO SOL; CAT3   ; 3; 2015; 507.60; 47 
01/03/2015; PRAIA DO SOL; CAT4   ; 3; 2015; 2008.80; 93 
01/03/2015; PRAIA DO SOL; CAT5   ; 3; 2015; 43.20; 3 
01/03/2015; PRAIA DO SOL; CAT6   ; 3; 2015; 316.80; 11 
01/03/2015; PRAIA DO SOL; CAT7   ; 3; 2015; 396.00; 11 
01/03/2015; PRAIA DO SOL; CAT8   ; 3; 2015; 432.00; 10 
01/03/2015; PRAIA DO SOL; CAT88  ; 3; 2015; 0.00; 177 
01/03/2015; PRAIA DO SOL; CAT9   ; 3; 2015; 1584.00; 440 
01/03/2015; TERCEIRA PONTE; CAT1   ; 3; 2015; 40198.40; 50248 
