 datData; strNomePraca; strCodigoCategoria; numMesReferencia; numAnoReferencia; numValorArrecadado; numQuantidadeVeiculos
01/01/2010; PRAIA DO SOL; CAT1; 1; 2010; 98411.25; 15624 
01/01/2010; PRAIA DO SOL; CAT2; 1; 2010; 2142.00; 170 
01/01/2010; PRAIA DO SOL; CAT3; 1; 2010; 321.30; 34 
01/01/2010; PRAIA DO SOL; CAT4; 1; 2010; 1030.95; 55 
01/01/2010; PRAIA DO SOL; CAT5; 1; 2010; 50.40; 4 
01/01/2010; PRAIA DO SOL; CAT6; 1; 2010; 0.00; 0 
01/01/2010; PRAIA DO SOL; CAT7; 1; 2010; 126.00; 4 
01/01/2010; PRAIA DO SOL; CAT8; 1; 2010; 37.80; 1 
01/01/2010; PRAIA DO SOL; CAT9; 1; 2010; 2516.85; 799 
01/01/2010; PRAIA DO SOL; CAT99; 1; 2010; 0.00; 0 
01/01/2010; PRAIA DO SOL; ISENTOS; 1; 2010; 0.00; 101 
01/01/2010; TERCEIRA PONTE; CAT1; 1; 2010; 58860.80; 36788 
01/01/2010; TERCEIRA PONTE; CAT2; 1; 2010; 819.20; 256 
01/01/2010; TERCEIRA PONTE; CAT3; 1; 2010; 86.40; 36 
01/01/2010; TERCEIRA PONTE; CAT4; 1; 2010; 43.20; 9 
01/01/2010; TERCEIRA PONTE; CAT5; 1; 2010; 3.20; 1 
01/01/2010; TERCEIRA PONTE; CAT6; 1; 2010; 6.40; 1 
01/01/2010; TERCEIRA PONTE; CAT7; 1; 2010; 0.00; 0 
01/01/2010; TERCEIRA PONTE; CAT8; 1; 2010; 0.00; 0 
01/01/2010; TERCEIRA PONTE; CAT9; 1; 2010; 1470.65; 1844 
01/01/2010; TERCEIRA PONTE; CAT99; 1; 2010; 16.00; 1 
01/01/2010; TERCEIRA PONTE; ISENTOS; 1; 2010; 0.00; 720 
01/02/2010; PRAIA DO SOL; CAT1; 2; 2010; 52365.60; 8312 
01/02/2010; PRAIA DO SOL; CAT2; 2; 2010; 5140.80; 408 
01/02/2010; PRAIA DO SOL; CAT3; 2; 2010; 207.90; 22 
01/02/2010; PRAIA DO SOL; CAT4; 2; 2010; 3307.50; 175 
01/02/2010; PRAIA DO SOL; CAT5; 2; 2010; 37.80; 3 
01/02/2010; PRAIA DO SOL; CAT6; 2; 2010; 277.20; 11 
01/02/2010; PRAIA DO SOL; CAT7; 2; 2010; 378.00; 12 
01/02/2010; PRAIA DO SOL; CAT8; 2; 2010; 264.60; 7 
01/02/2010; PRAIA DO SOL; CAT9; 2; 2010; 1625.40; 516 
01/02/2010; PRAIA DO SOL; CAT99; 2; 2010; 132.30; 3 
01/02/2010; PRAIA DO SOL; ISENTOS; 2; 2010; 0.00; 132 
01/02/2010; TERCEIRA PONTE; CAT1; 2; 2010; 104355.20; 65222 
01/02/2010; TERCEIRA PONTE; CAT2; 2; 2010; 2614.40; 817 
01/02/2010; TERCEIRA PONTE; CAT3; 2; 2010; 91.20; 38 
01/02/2010; TERCEIRA PONTE; CAT4; 2; 2010; 316.80; 66 
01/02/2010; TERCEIRA PONTE; CAT5; 2; 2010; 12.80; 4 
01/02/2010; TERCEIRA PONTE; CAT6; 2; 2010; 12.80; 2 
01/02/2010; TERCEIRA PONTE; CAT7; 2; 2010; 0.00; 0 
01/02/2010; TERCEIRA PONTE; CAT8; 2; 2010; 0.00; 0 
01/02/2010; TERCEIRA PONTE; CAT9; 2; 2010; 6061.60; 7577 
01/02/2010; TERCEIRA PONTE; CAT99; 2; 2010; 16.00; 1 
01/02/2010; TERCEIRA PONTE; ISENTOS; 2; 2010; 0.00; 1354 
01/03/2010; PRAIA DO SOL; CAT1; 3; 2010; 38165.40; 6058 
01/03/2010; PRAIA DO SOL; CAT2; 3; 2010; 4258.80; 338 
01/03/2010; PRAIA DO SOL; CAT3; 3; 2010; 85.05; 9 
01/03/2010; PRAIA DO SOL; CAT4; 3; 2010; 2268.00; 120 
01/03/2010; PRAIA DO SOL; CAT5; 3; 2010; 12.60; 1 
01/03/2010; PRAIA DO SOL; CAT6; 3; 2010; 277.20; 11 
01/03/2010; PRAIA DO SOL; CAT7; 3; 2010; 535.50; 17 
01/03/2010; PRAIA DO SOL; CAT8; 3; 2010; 453.60; 12 
01/03/2010; PRAIA DO SOL; CAT9; 3; 2010; 1197.00; 380 
01/03/2010; PRAIA DO SOL; CAT99; 3; 2010; 0.00; 0 
01/03/2010; PRAIA DO SOL; ISENTOS; 3; 2010; 0.00; 141 
01/03/2010; TERCEIRA PONTE; CAT1; 3; 2010; 106483.20; 66552 
01/03/2010; TERCEIRA PONTE; CAT2; 3; 2010; 3600.00; 1125 
01/03/2010; TERCEIRA PONTE; CAT3; 3; 2010; 81.60; 34 
01/03/2010; TERCEIRA PONTE; CAT4; 3; 2010; 662.40; 138 
01/03/2010; TERCEIRA PONTE; CAT5; 3; 2010; 3.20; 1 
01/03/2010; TERCEIRA PONTE; CAT6; 3; 2010; 0.00; 0 
01/03/2010; TERCEIRA PONTE; CAT7; 3; 2010; 0.00; 0 
01/03/2010; TERCEIRA PONTE; CAT8; 3; 2010; 0.00; 0 
01/03/2010; TERCEIRA PONTE; CAT9; 3; 2010; 5568.80; 6961 
01/03/2010; TERCEIRA PONTE; CAT99; 3; 2010; 0.00; 0 
01/03/2010; TERCEIRA PONTE; ISENTOS; 3; 2010; 0.00; 751 
01/04/2010; PRAIA DO SOL; CAT1; 4; 2010; 76179.60; 12092 
01/04/2010; PRAIA DO SOL; CAT2; 4; 2010; 4788.00; 380 
01/04/2010; PRAIA DO SOL; CAT3; 4; 2010; 406.35; 43 
01/04/2010; PRAIA DO SOL; CAT4; 4; 2010; 3118.50; 165 
01/04/2010; PRAIA DO SOL; CAT5; 4; 2010; 113.40; 9 
01/04/2010; PRAIA DO SOL; CAT6; 4; 2010; 201.60; 8 
01/04/2010; PRAIA DO SOL; CAT7; 4; 2010; 126.00; 4 
01/04/2010; PRAIA DO SOL; CAT8; 4; 2010; 189.00; 5 
01/04/2010; PRAIA DO SOL; CAT9; 4; 2010; 1682.10; 534 
01/04/2010; PRAIA DO SOL; CAT99; 4; 2010; 88.20; 2 
01/04/2010; PRAIA DO SOL; ISENTOS; 4; 2010; 0.00; 114 
01/04/2010; TERCEIRA PONTE; CAT1; 4; 2010; 105673.60; 66046 
01/04/2010; TERCEIRA PONTE; CAT2; 4; 2010; 1961.60; 613 
01/04/2010; TERCEIRA PONTE; CAT3; 4; 2010; 153.60; 64 
01/04/2010; TERCEIRA PONTE; CAT4; 4; 2010; 110.40; 23 
01/04/2010; TERCEIRA PONTE; CAT5; 4; 2010; 28.80; 9 
01/04/2010; TERCEIRA PONTE; CAT6; 4; 2010; 32.00; 5 
01/04/2010; TERCEIRA PONTE; CAT7; 4; 2010; 0.00; 0 
01/04/2010; TERCEIRA PONTE; CAT8; 4; 2010; 0.00; 0 
01/04/2010; TERCEIRA PONTE; CAT9; 4; 2010; 5648.00; 7060 
01/04/2010; TERCEIRA PONTE; CAT99; 4; 2010; 0.00; 0 
01/04/2010; TERCEIRA PONTE; ISENTOS; 4; 2010; 0.00; 1515 
01/05/2010; PRAIA DO SOL; CAT1; 5; 2010; 50834.70; 8069 
01/05/2010; PRAIA DO SOL; CAT2; 5; 2010; 2331.00; 185 
01/05/2010; PRAIA DO SOL; CAT3; 5; 2010; 349.65; 37 
01/05/2010; PRAIA DO SOL; CAT4; 5; 2010; 1228.50; 65 
01/05/2010; PRAIA DO SOL; CAT5; 5; 2010; 0.00; 0 
01/05/2010; PRAIA DO SOL; CAT6; 5; 2010; 75.60; 3 
01/05/2010; PRAIA DO SOL; CAT7; 5; 2010; 0.00; 0 
01/05/2010; PRAIA DO SOL; CAT8; 5; 2010; 75.60; 2 
01/05/2010; PRAIA DO SOL; CAT9; 5; 2010; 1300.95; 413 
01/05/2010; PRAIA DO SOL; CAT99; 5; 2010; 0.00; 0 
01/05/2010; PRAIA DO SOL; ISENTOS; 5; 2010; 0.00; 67 
01/05/2010; TERCEIRA PONTE; CAT1; 5; 2010; 77619.20; 48512 
01/05/2010; TERCEIRA PONTE; CAT2; 5; 2010; 908.80; 284 
01/05/2010; TERCEIRA PONTE; CAT3; 5; 2010; 194.40; 81 
01/05/2010; TERCEIRA PONTE; CAT4; 5; 2010; 28.80; 6 
01/05/2010; TERCEIRA PONTE; CAT5; 5; 2010; 12.80; 4 
01/05/2010; TERCEIRA PONTE; CAT6; 5; 2010; 0.00; 0 
01/05/2010; TERCEIRA PONTE; CAT7; 5; 2010; 0.00; 0 
01/05/2010; TERCEIRA PONTE; CAT8; 5; 2010; 0.00; 0 
01/05/2010; TERCEIRA PONTE; CAT9; 5; 2010; 2329.60; 2912 
01/05/2010; TERCEIRA PONTE; CAT99; 5; 2010; 0.00; 0 
01/05/2010; TERCEIRA PONTE; ISENTOS; 5; 2010; 0.00; 814 
01/06/2010; PRAIA DO SOL; CAT1; 6; 2010; 37674.00; 5980 
01/06/2010; PRAIA DO SOL; CAT2; 6; 2010; 4485.60; 356 
01/06/2010; PRAIA DO SOL; CAT3; 6; 2010; 103.95; 11 
01/06/2010; PRAIA DO SOL; CAT4; 6; 2010; 2286.90; 121 
01/06/2010; PRAIA DO SOL; CAT5; 6; 2010; 0.00; 0 
01/06/2010; PRAIA DO SOL; CAT6; 6; 2010; 151.20; 6 
01/06/2010; PRAIA DO SOL; CAT7; 6; 2010; 126.00; 4 
01/06/2010; PRAIA DO SOL; CAT8; 6; 2010; 75.60; 2 
01/06/2010; PRAIA DO SOL; CAT9; 6; 2010; 1004.85; 319 
01/06/2010; PRAIA DO SOL; CAT99; 6; 2010; 44.10; 1 
01/06/2010; PRAIA DO SOL; ISENTOS; 6; 2010; 0.00; 142 
01/06/2010; TERCEIRA PONTE; CAT1; 6; 2010; 112164.80; 70103 
01/06/2010; TERCEIRA PONTE; CAT2; 6; 2010; 1696.00; 530 
01/06/2010; TERCEIRA PONTE; CAT3; 6; 2010; 108.00; 45 
01/06/2010; TERCEIRA PONTE; CAT4; 6; 2010; 43.20; 9 
01/06/2010; TERCEIRA PONTE; CAT5; 6; 2010; 6.40; 2 
01/06/2010; TERCEIRA PONTE; CAT6; 6; 2010; 6.40; 1 
01/06/2010; TERCEIRA PONTE; CAT7; 6; 2010; 0.00; 0 
01/06/2010; TERCEIRA PONTE; CAT8; 6; 2010; 0.00; 0 
01/06/2010; TERCEIRA PONTE; CAT9; 6; 2010; 5954.40; 7443 
01/06/2010; TERCEIRA PONTE; CAT99; 6; 2010; 0.00; 0 
01/06/2010; TERCEIRA PONTE; ISENTOS; 6; 2010; 0.00; 1783 
