 datData; strNomePraca; strCodigoCategoria; numMesReferencia; numAnoReferencia; numValorArrecadado; numQuantidadeVeiculos
01/01/2011; PRAIA DO SOL; CAT1; 1; 2011; 92263.50; 14645 
01/01/2011; PRAIA DO SOL; CAT2; 1; 2011; 2116.80; 168 
01/01/2011; PRAIA DO SOL; CAT3; 1; 2011; 226.80; 24 
01/01/2011; PRAIA DO SOL; CAT4; 1; 2011; 1134.00; 60 
01/01/2011; PRAIA DO SOL; CAT5; 1; 2011; 0.00; 0 
01/01/2011; PRAIA DO SOL; CAT6; 1; 2011; 25.20; 1 
01/01/2011; PRAIA DO SOL; CAT7; 1; 2011; 0.00; 0 
01/01/2011; PRAIA DO SOL; CAT8; 1; 2011; 37.80; 1 
01/01/2011; PRAIA DO SOL; CAT9; 1; 2011; 1890.00; 600 
01/01/2011; PRAIA DO SOL; CAT99; 1; 2011; 0.00; 0 
01/01/2011; PRAIA DO SOL; ISENTOS; 1; 2011; 0.00; 100 
01/01/2011; TERCEIRA PONTE; CAT1; 1; 2011; 62526.40; 39079 
01/01/2011; TERCEIRA PONTE; CAT2; 1; 2011; 489.60; 153 
01/01/2011; TERCEIRA PONTE; CAT3; 1; 2011; 55.20; 23 
01/01/2011; TERCEIRA PONTE; CAT4; 1; 2011; 33.60; 7 
01/01/2011; TERCEIRA PONTE; CAT5; 1; 2011; 3.20; 1 
01/01/2011; TERCEIRA PONTE; CAT6; 1; 2011; 0.00; 0 
01/01/2011; TERCEIRA PONTE; CAT7; 1; 2011; 0.00; 0 
01/01/2011; TERCEIRA PONTE; CAT8; 1; 2011; 0.00; 0 
01/01/2011; TERCEIRA PONTE; CAT9; 1; 2011; 1340.00; 1675 
01/01/2011; TERCEIRA PONTE; CAT99; 1; 2011; 0.00; 0 
01/01/2011; TERCEIRA PONTE; ISENTOS; 1; 2011; 0.00; 810 
01/02/2011; PRAIA DO SOL; CAT1; 2; 2011; 51931.70; 7751 
01/02/2011; PRAIA DO SOL; CAT2; 2; 2011; 5145.60; 384 
01/02/2011; PRAIA DO SOL; CAT3; 2; 2011; 150.75; 15 
01/02/2011; PRAIA DO SOL; CAT4; 2; 2011; 2592.90; 129 
01/02/2011; PRAIA DO SOL; CAT5; 2; 2011; 13.40; 1 
01/02/2011; PRAIA DO SOL; CAT6; 2; 2011; 214.40; 8 
01/02/2011; PRAIA DO SOL; CAT7; 2; 2011; 435.50; 13 
01/02/2011; PRAIA DO SOL; CAT8; 2; 2011; 281.40; 7 
01/02/2011; PRAIA DO SOL; CAT9; 2; 2011; 1738.65; 519 
01/02/2011; PRAIA DO SOL; CAT99; 2; 2011; 0.00; 0 
01/02/2011; PRAIA DO SOL; ISENTOS; 2; 2011; 0.00; 131 
01/02/2011; TERCEIRA PONTE; CAT1; 2; 2011; 120502.80; 70884 
01/02/2011; TERCEIRA PONTE; CAT2; 2; 2011; 1914.20; 563 
01/02/2011; TERCEIRA PONTE; CAT3; 2; 2011; 119.85; 47 
