 datData; strNomePraca; strCodigoCategoria; numMesReferencia; numAnoReferencia; numValorArrecadado; numQuantidadeVeiculos
01/01/2014; PRAIA DO SOL; CAT1   ; 1; 2014; 161049.60; 22368 
01/01/2014; PRAIA DO SOL; CAT2   ; 1; 2014; 2836.80; 197 
01/01/2014; PRAIA DO SOL; CAT3   ; 1; 2014; 302.40; 28 
01/01/2014; PRAIA DO SOL; CAT4   ; 1; 2014; 1598.40; 74 
01/01/2014; PRAIA DO SOL; CAT5   ; 1; 2014; 0.00; 0 
01/01/2014; PRAIA DO SOL; CAT6   ; 1; 2014; 201.60; 7 
01/01/2014; PRAIA DO SOL; CAT7   ; 1; 2014; 72.00; 2 
01/01/2014; PRAIA DO SOL; CAT8   ; 1; 2014; 518.40; 12 
01/01/2014; PRAIA DO SOL; CAT88  ; 1; 2014; 0.00; 202 
01/01/2014; PRAIA DO SOL; CAT9   ; 1; 2014; 4014.00; 1115 
01/01/2014; TERCEIRA PONTE; CAT1   ; 1; 2014; 37393.60; 46742 
01/01/2014; TERCEIRA PONTE; CAT2   ; 1; 2014; 371.20; 232 
01/01/2014; TERCEIRA PONTE; CAT3   ; 1; 2014; 30.00; 25 
01/01/2014; TERCEIRA PONTE; CAT4   ; 1; 2014; 19.20; 8 
01/01/2014; TERCEIRA PONTE; CAT5   ; 1; 2014; 4.80; 3 
01/01/2014; TERCEIRA PONTE; CAT6   ; 1; 2014; 3.20; 1 
01/01/2014; TERCEIRA PONTE; CAT7   ; 1; 2014; 0.00; 0 
01/01/2014; TERCEIRA PONTE; CAT8   ; 1; 2014; 0.00; 0 
01/01/2014; TERCEIRA PONTE; CAT88  ; 1; 2014; 0.00; 765 
01/01/2014; TERCEIRA PONTE; CAT9   ; 1; 2014; 970.00; 2425 
01/02/2014; PRAIA DO SOL; CAT1   ; 2; 2014; 124380.00; 17275 
01/02/2014; PRAIA DO SOL; CAT2   ; 2; 2014; 4104.00; 285 
01/02/2014; PRAIA DO SOL; CAT3   ; 2; 2014; 594.00; 55 
01/02/2014; PRAIA DO SOL; CAT4   ; 2; 2014; 2592.00; 120 
01/02/2014; PRAIA DO SOL; CAT5   ; 2; 2014; 129.60; 9 
01/02/2014; PRAIA DO SOL; CAT6   ; 2; 2014; 201.60; 7 
01/02/2014; PRAIA DO SOL; CAT7   ; 2; 2014; 1188.00; 33 
01/02/2014; PRAIA DO SOL; CAT8   ; 2; 2014; 1209.60; 28 
01/02/2014; PRAIA DO SOL; CAT88  ; 2; 2014; 0.00; 195 
01/02/2014; PRAIA DO SOL; CAT9   ; 2; 2014; 2883.60; 801 
01/02/2014; TERCEIRA PONTE; CAT1   ; 2; 2014; 52181.60; 65227 
01/02/2014; TERCEIRA PONTE; CAT2   ; 2; 2014; 468.80; 293 
01/02/2014; TERCEIRA PONTE; CAT3   ; 2; 2014; 76.80; 64 
01/02/2014; TERCEIRA PONTE; CAT4   ; 2; 2014; 36.00; 15 
01/02/2014; TERCEIRA PONTE; CAT5   ; 2; 2014; 9.60; 6 
01/02/2014; TERCEIRA PONTE; CAT6   ; 2; 2014; 16.00; 5 
01/02/2014; TERCEIRA PONTE; CAT7   ; 2; 2014; 0.00; 0 
01/02/2014; TERCEIRA PONTE; CAT8   ; 2; 2014; 0.00; 0 
01/02/2014; TERCEIRA PONTE; CAT88  ; 2; 2014; 0.00; 902 
01/02/2014; TERCEIRA PONTE; CAT9   ; 2; 2014; 1804.80; 4512 
01/03/2014; PRAIA DO SOL; CAT1   ; 3; 2014; 161820.00; 22475 
01/03/2014; PRAIA DO SOL; CAT2   ; 3; 2014; 5097.60; 354 
01/03/2014; PRAIA DO SOL; CAT3   ; 3; 2014; 1155.60; 107 
01/03/2014; PRAIA DO SOL; CAT4   ; 3; 2014; 3520.80; 163 
01/03/2014; PRAIA DO SOL; CAT5   ; 3; 2014; 14.40; 1 
01/03/2014; PRAIA DO SOL; CAT6   ; 3; 2014; 460.80; 16 
01/03/2014; PRAIA DO SOL; CAT7   ; 3; 2014; 468.00; 13 
01/03/2014; PRAIA DO SOL; CAT8   ; 3; 2014; 1166.40; 27 
01/03/2014; PRAIA DO SOL; CAT88  ; 3; 2014; 0.00; 207 
01/03/2014; PRAIA DO SOL; CAT9   ; 3; 2014; 4068.00; 1130 
01/03/2014; TERCEIRA PONTE; CAT1   ; 3; 2014; 40123.20; 50154 
01/03/2014; TERCEIRA PONTE; CAT2   ; 3; 2014; 443.20; 277 
01/03/2014; TERCEIRA PONTE; CAT3   ; 3; 2014; 132.00; 110 
01/03/2014; TERCEIRA PONTE; CAT4   ; 3; 2014; 33.60; 14 
01/03/2014; TERCEIRA PONTE; CAT5   ; 3; 2014; 1.60; 1 
01/03/2014; TERCEIRA PONTE; CAT6   ; 3; 2014; 0.00; 0 
01/03/2014; TERCEIRA PONTE; CAT7   ; 3; 2014; 0.00; 0 
01/03/2014; TERCEIRA PONTE; CAT8   ; 3; 2014; 0.00; 0 
01/03/2014; TERCEIRA PONTE; CAT88  ; 3; 2014; 0.00; 1033 
01/03/2014; TERCEIRA PONTE; CAT9   ; 3; 2014; 1461.60; 3654 
01/04/2014; PRAIA DO SOL; CAT1   ; 4; 2014; 57636.00; 8005 
01/04/2014; PRAIA DO SOL; CAT2   ; 4; 2014; 7156.80; 497 
01/04/2014; PRAIA DO SOL; CAT3   ; 4; 2014; 216.00; 20 
01/04/2014; PRAIA DO SOL; CAT4   ; 4; 2014; 3348.00; 155 
01/04/2014; PRAIA DO SOL; CAT5   ; 4; 2014; 0.00; 0 
01/04/2014; PRAIA DO SOL; CAT6   ; 4; 2014; 720.00; 25 
01/04/2014; PRAIA DO SOL; CAT7   ; 4; 2014; 1512.00; 42 
01/04/2014; PRAIA DO SOL; CAT8   ; 4; 2014; 2764.80; 64 
